id,old_id,cod_usuario,codTipoSol,id_sol,fecCreacionSol,horaCracionSol,yeard,pagoSolicitud,intermedioStatus,recepcionador,horaRecepcion,solicitudEncontrado,observacionNE,calificador,buscador,fechaDespacho,pagoSolicitud,tipoDocumento,numFolios,cantDocSolicita,fechaPreEntrega,HoraPreEntrega
,1249,15979,1,24555,26/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1250,19362,1,24556,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1251,19363,1,24557,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1252,19364,1,24558,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1253,8121,1,24559,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1254,19365,2,2932,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1255,19366,2,2933,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1256,7530,2,2934,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1257,1221,1,24560,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1258,19044,1,24561,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1259,9487,1,24562,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1260,19367,1,24563,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1261,19368,1,24564,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1262,19370,1,24565,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1263,14834,1,24566,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1264,14885,1,24567,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1265,19371,1,24568,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1266,19346,1,24569,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1267,19372,1,24570,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1268,8541,1,24571,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1269,8882,1,24572,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1270,19374,1,24573,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1271,357,1,24574,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1272,10837,1,24575,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1273,19375,2,2935,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1274,19376,1,24576,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1275,19377,1,24577,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1276,19378,1,24578,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1277,19379,1,24579,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1278,19380,1,24580,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1279,19381,2,2936,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1280,19382,1,24581,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1281,19383,1,24582,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1282,19384,1,24583,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1283,19386,1,24584,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1284,19387,3,1215,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1285,19388,1,24585,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1286,19389,1,24586,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1287,19390,1,24587,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1288,19391,1,24588,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1289,19392,1,24589,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1290,19382,2,2937,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1291,19374,1,24590,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1292,19387,3,1216,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1293,19389,2,2938,27/02/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1294,16140,1,24591,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1295,19393,1,24592,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1296,19394,1,24593,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1297,12497,2,2939,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1298,12497,2,2940,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1299,16441,1,24594,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1300,16441,1,24595,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1301,16441,1,24596,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1302,19395,1,24597,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1303,19395,1,24598,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1304,19396,1,24599,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1305,19397,1,24600,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1306,18950,1,24601,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1307,12640,1,24602,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1308,18950,1,24603,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1309,12351,2,2941,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1310,19398,1,24604,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1311,12351,2,2942,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1312,19399,1,24605,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1313,19400,2,2943,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1314,19401,1,24606,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1315,19402,1,24607,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1316,19403,1,24608,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1317,19404,1,24609,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1318,19405,1,24610,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1319,19406,1,24611,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1320,19407,1,24612,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1321,19391,1,24613,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1322,19408,2,2944,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1323,19409,1,24614,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1324,19410,2,2945,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1325,19411,1,24615,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1326,19412,1,24616,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1327,19413,1,24617,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1328,19414,1,24618,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1329,19415,1,24619,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1330,19416,1,24620,02/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1331,19417,1,24621,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1332,19418,1,24622,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1333,19419,1,24623,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1334,19420,1,24624,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1335,19421,1,24625,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1336,19422,1,24626,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1337,14834,1,24627,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1338,1184,1,24628,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1339,10560,3,1217,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1340,19424,1,24629,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1341,19204,1,24630,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1342,7156,1,24631,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1343,19425,2,2946,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1344,19426,1,24632,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1345,19427,2,2947,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1346,19428,1,24633,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1347,19429,1,24634,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1348,19429,1,24635,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1349,19430,1,24636,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1350,8541,1,24637,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1351,649,1,24638,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1352,19431,1,24639,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1353,19432,1,24640,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1354,19433,1,24641,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1355,19435,1,24642,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1356,19438,1,24643,03/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1357,4151,1,24644,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1358,4151,1,24645,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1359,3013,1,24646,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1360,19439,1,24647,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1361,19342,3,1218,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1362,19440,1,24648,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1363,19441,1,24649,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1364,4644,1,24650,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1365,19443,1,24651,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1366,19444,1,24652,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1367,19445,1,24653,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1368,1184,1,24654,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1369,19446,1,24655,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1370,19447,1,24656,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1371,17707,1,24657,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1372,18221,2,2948,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1373,9617,1,24658,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1374,19448,1,24659,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1375,882,1,24660,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1376,19449,1,24661,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1377,19409,1,24662,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1378,19450,1,24663,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1379,7849,1,24664,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1380,19451,1,24665,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1381,19452,3,1219,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1382,19452,3,1220,04/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1383,19453,1,24666,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1384,16597,1,24667,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1385,19454,1,24668,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1386,19455,1,24669,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1387,19456,1,24670,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1388,19457,1,24671,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1389,19458,1,24672,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1390,19459,1,24673,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1391,19460,1,24674,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1392,19461,2,2949,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1393,19462,1,24675,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1394,19465,1,24676,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1395,19467,1,24677,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1396,18236,1,24678,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1397,19469,1,24679,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1398,19470,2,2950,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1399,19471,1,24680,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1400,19472,1,24681,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1401,8541,1,24682,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1402,19473,1,24683,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1403,19474,1,24684,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1404,19475,1,24685,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1405,19476,1,24686,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1406,19477,1,24687,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1407,19478,1,24688,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1408,19479,3,1221,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1409,19480,1,24689,05/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1410,19481,1,24690,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1411,19481,1,24691,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1412,19482,1,24692,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1413,19483,1,24693,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1414,19483,1,24694,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1415,19485,2,2951,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1416,19484,3,1222,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1417,19486,1,24695,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1418,19488,1,24696,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1419,19487,1,24697,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1420,19489,1,24698,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1421,19489,1,24699,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1422,19490,1,24700,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1423,19491,1,24701,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1424,19492,1,24702,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1425,19494,1,24703,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1426,19494,1,24704,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1427,19495,1,24705,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1428,9302,1,24706,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1429,1184,1,24707,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1430,19497,1,24708,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1431,19498,1,24709,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1432,19499,1,24710,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1433,15031,1,24711,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1434,15619,3,1223,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1435,19500,1,24712,06/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1436,16280,1,24713,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1437,9731,1,24714,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1438,19502,1,24715,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1439,19503,1,24716,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1440,982,1,24717,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1441,1184,1,24718,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1442,11496,1,24719,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1443,6641,1,24720,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1444,6641,1,24721,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1445,6641,1,24722,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1446,19504,1,24723,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1447,19504,1,24724,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1448,19504,1,24725,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1449,19505,1,24726,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1450,19506,1,24727,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1451,19123,1,24728,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1452,19507,3,1224,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1453,8714,1,24729,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1454,19055,1,24730,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1455,7601,1,24731,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1456,19508,2,2952,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1457,19509,1,24732,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1458,8714,1,24733,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1459,19510,1,24734,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1460,19511,1,24735,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1461,19512,2,2953,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1462,19501,3,1225,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1463,19436,3,1226,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1464,19513,1,24736,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1465,19514,1,24737,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1466,4450,1,24738,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1467,19515,1,24739,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1468,9768,3,1227,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1469,19516,1,24740,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1470,8541,1,24741,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1471,9768,3,1228,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1472,11309,1,24742,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1473,11309,1,24743,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1474,19517,1,24744,09/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1475,9731,1,24745,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1476,14391,2,2954,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1477,19519,3,1229,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1478,19520,1,24746,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1479,19521,1,24747,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1480,19522,1,24748,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1481,19525,1,24749,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1482,19524,1,24750,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1483,19524,1,24751,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1484,19524,1,24752,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1485,19526,1,24753,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1486,19527,3,1230,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1487,19528,1,24754,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1488,19529,1,24755,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1489,19530,1,24756,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1490,5574,1,24757,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1491,19531,1,24758,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1492,19532,1,24759,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1493,19533,1,24760,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1494,19523,1,24761,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1495,19535,1,24762,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1496,19536,1,24763,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1497,19537,1,24764,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1498,19538,1,24765,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1499,2238,1,24766,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1500,2990,1,24767,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1501,17357,1,24768,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1502,19523,1,24769,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1503,19539,1,24770,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1504,18265,2,2955,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1505,18265,2,2956,10/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1506,19540,1,24771,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1507,19541,2,2957,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1508,2324,1,24772,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1509,2324,1,24773,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1510,19542,1,24774,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1511,19543,1,24775,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1512,19542,1,24776,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1513,19544,2,2958,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1514,10982,2,2959,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1515,19545,1,24777,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1516,19546,2,2960,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1517,19547,1,24778,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1518,10982,2,2961,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1519,19548,1,24779,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1520,496,1,24780,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1521,496,1,24781,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1522,19549,1,24782,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1523,1875,1,24783,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1524,19550,2,2962,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1525,19551,1,24784,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1526,19551,2,2963,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1527,19552,1,24785,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1528,19450,1,24786,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1529,19553,1,24787,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1530,11062,1,24788,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1531,19554,1,24789,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1532,19555,1,24790,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1533,19556,1,24791,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1534,19557,1,24792,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1535,19558,1,24793,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1536,3293,1,24794,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1537,19450,1,24795,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1538,19556,2,2964,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1539,1200,1,24796,11/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1540,12274,1,24797,12/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1541,19559,1,24798,12/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
,1542,19560,1,24799,12/03/2015 00:00,12:00:00,2015,,,,,,,,,,,,,,,
